,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
case47,0.9509586095809937,0.9528032541275024,0.9528032541275024,0.9473249316215515,0.9473249316215515,0.940812885761261,0.9294542074203491,0.9294542074203491,0.9147335886955261
case48,0.5334445834159851,0.6155053973197937,0.6155053973197937,0.7150431275367737,0.7150431275367737,0.7834511995315552,0.7985758781433105,0.7985758781433105,0.7484514117240906
case49,0.9498711824417114,0.9494229555130005,0.9494229555130005,0.9433358311653137,0.9433358311653137,0.9362459778785706,0.9145746231079102,0.9145746231079102,0.8865247368812561
case50,0.3423360288143158,0.4273078441619873,0.4273078441619873,0.532086193561554,0.532086193561554,0.6476190686225891,0.7434171438217163,0.7434171438217163,0.8194544911384583
case51,0.9152605533599854,0.940249502658844,0.940249502658844,0.9470980167388916,0.9470980167388916,0.9525952339172363,0.9471979141235352,0.9471979141235352,0.9472735524177551
case52,0.9373556971549988,0.9337605834007263,0.9337605834007263,0.9281209111213684,0.9281209111213684,0.9248564839363098,0.922318696975708,0.922318696975708,0.9073358178138733
case53,0.7654181718826294,0.9047513604164124,0.9047513604164124,0.9226653575897217,0.9226653575897217,0.9070472717285156,0.8710731863975525,0.8710731863975525,0.8250892162322998
case54,0.9568207859992981,0.9691098928451538,0.9691098928451538,0.9642890095710754,0.9642890095710754,0.9692244529724121,0.9622705578804016,0.9622705578804016,0.8831291198730469
case55,0.9366360306739807,0.9209417104721069,0.9209417104721069,0.914104700088501,0.914104700088501,0.9015237092971802,0.8736137747764587,0.8736137747764587,0.8027572631835938
