,01,02,03,04,05,06
case23,0.6146923303604126,0.6261277198791504,0.6321282982826233,0.6916180849075317,0.717510998249054,0.6271547675132751
case24,0.8939966559410095,0.8653095364570618,0.8749244213104248,0.9233483076095581,0.9173914790153503,0.8770100474357605
case25,0.9368399381637573,0.8866689205169678,0.9229059815406799,0.8857399821281433,0.9271366000175476,0.9080483317375183
case26,0.9298875331878662,0.9562190175056458,0.9453324675559998,0.9504681825637817,0.9416294097900391,0.9593408703804016
case27,0.8974531292915344,0.8342276811599731,0.8204354643821716,0.8731703758239746,0.8971270322799683,0.9257060289382935
case28,0.9144793748855591,0.8712388873100281,0.8187799453735352,0.8446619510650635,0.8241606950759888,0.8605112433433533
case29,0.7321551442146301,0.586530327796936,0.5596734881401062,0.7380305528640747,0.747694730758667,0.6514207720756531
case30,0.9499408602714539,0.9339045286178589,0.9101414680480957,0.9419112205505371,0.8992643356323242,0.9258023500442505
case31,0.7472313642501831,0.7468515634536743,0.7597441077232361,0.7310349345207214,0.7224107980728149,0.7732843160629272
case32,0.9440876245498657,0.9571922421455383,0.9351141452789307,0.9447193741798401,0.9393777251243591,0.9359500408172607
case33,0.7832603454589844,0.8360291123390198,0.7727258205413818,0.8073272109031677,0.8205535411834717,0.7721384167671204
