,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9
case34,0.9076643586158752,0.9185426831245422,0.9185426831245422,0.9251143932342529,0.9251143932342529,0.9303644299507141,0.9309964776039124,0.9309964776039124,0.9066713452339172
case35,0.8856732249259949,0.9233627319335938,0.9233627319335938,0.9272347688674927,0.9272347688674927,0.9321485757827759,0.9325827956199646,0.9325827956199646,0.9359085559844971
case36,0.9221572875976562,0.9434456825256348,0.9434456825256348,0.9494921565055847,0.9494921565055847,0.9593138098716736,0.9638507962226868,0.9638507962226868,0.9607197642326355
case37,0.9419150948524475,0.9314005374908447,0.9314005374908447,0.9243630766868591,0.9243630766868591,0.9091131091117859,0.8871099352836609,0.8871099352836609,0.8306100368499756
case38,0.9158317446708679,0.9487942457199097,0.9487942457199097,0.9573593139648438,0.9573593139648438,0.9634221792221069,0.9561843276023865,0.9561843276023865,0.9495976567268372
case39,0.7679243087768555,0.87273770570755,0.87273770570755,0.9038581252098083,0.9038581252098083,0.9221472144126892,0.9315425753593445,0.9315425753593445,0.9238707423210144
case40,0.9154742360115051,0.9197241067886353,0.9197241067886353,0.9233348369598389,0.9233348369598389,0.9054105877876282,0.891000509262085,0.891000509262085,0.855645477771759
case41,0.8181717991828918,0.9123423099517822,0.9123423099517822,0.9295917749404907,0.9295917749404907,0.9197016954421997,0.9089393615722656,0.9089393615722656,0.8637648224830627
case42,0.9164423942565918,0.9289992451667786,0.9289992451667786,0.9306980967521667,0.9306980967521667,0.9461274147033691,0.9505763053894043,0.9505763053894043,0.9384803771972656
case43,0.908836841583252,0.9417275786399841,0.9417275786399841,0.9464036226272583,0.9464036226272583,0.9282543659210205,0.9224801659584045,0.9224801659584045,0.8952166438102722
case44,0.7460528612136841,0.8476086854934692,0.8476086854934692,0.8897982835769653,0.8897982835769653,0.8900392651557922,0.861763060092926,0.861763060092926,0.8399762511253357
